"Primary_Key","School Number","School Year","School Name","Official School Name","LEA Number","LEA Name","Name Prefix Description","Principal First Name","Principal Middle Name","Principal Last Name","Principal Name Suffix","Principal Email","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Phone Office Area","Phone Office Exch","Phone Office Line","Phone Fax Area","Phone Fax Exch","Phone Fax Line ","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","URL School Address","Sch Operational Status","Sch Operational Status Desc","Opening Effective Date","Closing Date","School Type","School Type Desc","School Program Type","School Program Type Desc","Grade Level Current","Grade Level Approved","Grade Level First Year","Title I","School Calendar Type","School Calendar Description","Extended Hours","School Schedule Type","School Schedule Type Desc","School Designation Type","School Designation Desc","Virtual Status","SBE Region","SBE Region Names","Accreditation Status","Accreditation Status Desc","Federal School Number","College Board Number","School Membership","School Year For Sch Membership","School Teacher Count","School Year For Teachers","Cooperative Innovative HS","Cooperative MMYYYY SBE Approve","First Yr Est ADM","First Yr Est Paid Teacher FTE","Newly Constructed Facility","Occupancy Date","What Facility Will Sch Occupy","Share Space","Share Space Describe","New Sch Population From","List Of Closing Schools","County Code","County Description","Opening In School Year","Locale Type","Locale Type Desc","School Closings?","School Systartstatus","Record Created Timestamp","Record Created By","Last Changed Timestamp","Last Changed By"
"2603722024","260372","2024","Lewis Chapel Middle","Lewis Chapel Middle","260","Cumberland County Schools","Mr","John","E.","McMillan","-","johnemcmillan@ccs.k12.nc.us","2150 Skibo Road","-","Fayetteville","NC","28314","0294","910","864","1407","910","864","8298","-","-","-","-","-","-","http://www.lcms.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100417","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:28PM","bobbijo_pova"
"2603732024","260373","2024","Gallberry Farm Elementary","Gallberry Farm Elementary","260","Cumberland County Schools","Ms","Dawn","-","Collins","-","dcollins@ccs.k12.nc.us","8019 Byerly Drive","-","Hope Mills","NC","28348","-","910","424","1490","910","424","1173","-","-","-","-","-","-","http://www.gfes.ccs.k12.nc.us","1","Open","30-JUN-00","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102513","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:25PM","bobbijo_pova"
"2603742024","260374","2024","Alger B. Wilkins High School ","Alger B. Wilkins High School ","260","Cumberland County Schools","Ms","Valerie","-","Johnson-Martin","-","valeriemartin@ccs.k12.nc.us","1429 Skibo Road","-","Fayetteville","NC","28303","-","910","864","5438","910","868","1777","-","-","-","-","-","-","http://abwhs.ccs.k12.nc.us/","1","Open","02-JUL-07","-","A","Alternative Education","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102981","341295","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:15PM","bobbijo_pova"
"2603752024","260375","2024","Gray's Creek Elementary","Gray's Creek Elementary","260","Cumberland County Schools","Ms","Katrina","-","McKinnon","-","KatrinaMcKinnon@ccs.k12.nc.us","2964 School Rd","-","Hope Mills","NC","28348","-","910","483","3352","910","483","7945","-","-","-","-","-","-","http://www.gces.ccs.k12.nc.us","1","Open","01-JUL-09","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001103082","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:26PM","bobbijo_pova"
"2603802024","260380","2024","Long Hill Elementary","Long Hill Elementary","260","Cumberland County Schools","Dr","Monica","-","Carter","-","monicacarter@ccs.k12.nc.us","6490 Ramsey Street","-","Fayetteville","NC","28311","9317","910","488","0012","910","488","0014","-","-","-","-","-","-","http://www.lhes.ccs.k12.nc.us/index.htm","1","Open","30-JUN-90","-","R","Regular School","N","None","02:03:04:05","02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100418","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:28PM","bobbijo_pova"
"2603822024","260382","2024","Lucile Souders Elementary","Lucile Souders Elementary","260","Cumberland County Schools","Ms","Chickia","-","West","-","chickiawest@ccs.k12.nc.us","128 Hillview Avenue","-","Fayetteville","NC","28301","3106","910","488","6705","910","630","2010","-","-","-","-","-","-","http://www.lses.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102129","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","bobbijo_pova"
"2603832024","260383","2024","Mac Williams Middle","Mac Williams Middle","260","Cumberland County Schools","Ms","Anita","-","McLaughlin","-","anitamclaughlin@ccs.k12.nc.us","4644 Clinton Road","-","Fayetteville","NC","28312","-","910","483","8222","910","483","4831","-","-","-","-","-","-","http://www.mwms.ccs.k12.nc.us/","1","Open","30-DEC-95","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001101832","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","bobbijo_pova"
"2603862024","260386","2024","Margaret Willis Elementary","Margaret Willis Elementary","260","Cumberland County Schools","Ms","Amanda","-","Hefner","-","amandahefner@ccs.k12.nc.us","1412 Belvedere Avenue","-","Fayetteville","NC","28305","4599","910","484","9064","910","484","9065","-","-","-","-","-","-","http://www.mwes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","bobbijo_pova"
"2603882024","260388","2024","Massey Hill Classical High","Massey Hill Classical High","260","Cumberland County Schools","Dr","Douglas","-","Massengill","-","douglasmassengill@ccs.k12.nc.us","1062 Southern Avenue","-","Fayetteville","NC","28306","1799","910","485","8761","910","485","7950","-","-","-","-","-","-","http://www.mhchs.ccs.k12.nc.us","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100420","341314","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:30PM","bobbijo_pova"
"2603962024","260396","2024","Mary McArthur Elementary","Mary McArthur Elementary","260","Cumberland County Schools","Ms","Lisa","-","Gillespie","-","lisagillespie@ccs.k12.nc.us","3809 Village Drive","-","Fayetteville","NC","28304","1532","910","424","2206","-","-","-","-","-","-","-","-","-","http://www.mmes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100421","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:30PM","bobbijo_pova"
"2603972024","260397","2024","E Melvin Honeycutt Elementary","E Melvin Honeycutt Elementary School","260","Cumberland County Schools","Mr","Felix","-","Keyes","-","felixkeyes@ccs.k12.nc.us","4665 Lakewood Drive","-","Fayetteville","NC","28306","-","910","426","2020","910","426","2024","-","-","-","-","-","-","http://www.hces.ccs.k12.nc.us/","1","Open","30-JUN-95","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001101391","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:24PM","bobbijo_pova"
"2603982024","260398","2024","E E Miller Elementary","E E Miller Elementary","260","Cumberland County Schools","Ms","Hannah","-","Gray","-","hannahgray@ccs.k12.nc.us","1361 Rim Road","-","Fayetteville","NC","28314","9100","910","868","2800","910","867","1960","-","-","-","-","-","-","http://www.eemes.ccs.k12.nc.us/","1","Open","30-JUN-91","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","Y","Year Round","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102283","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:24PM","bobbijo_pova"
"2604002024","260400","2024","Montclair Elementary","Montclair Elementary","260","Cumberland County Schools","Ms","Stephanie","-","Wall Powell","-"," stephaniewallpowell@ccs.k12.nc.us","555 Glensford Drive","-","Fayetteville","NC","28314","2326","910","868","5124","910","868","5125","-","-","-","-","-","-","http://www.mces.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100422","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:30PM","bobbijo_pova"
"2604012024","260401","2024","Morganton Road Elementary","Morganton Road Elementary","260","Cumberland County Schools","Mr","Ashley","-","Porter","-","ashleyporter@ccs.k12.nc.us","102 Bonanza Drive","-","Fayetteville","NC","28303","6314","910","867","4137","910","867","1030","-","-","-","-","-","-","http://www.mres.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100423","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:30PM","bobbijo_pova"
"2604022024","260402","2024","Manchester Elementary","Manchester Elementary","260","Cumberland County Schools","Mrs","Ebony","-","Forte-Johnson","-","ebonyjohnson@ccs.k12.nc.us","611 Spring Avenue","-","Spring Lake","NC","28390","2828","910","436","2151","910","436","6034","-","-","-","-","-","-","http://www.manes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100424","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","bobbijo_pova"
"2604032024","260403","2024","New Century International Elementary","New Century International Elementary","260","Cumberland County Schools","Mr","Brady","-","Davis","-","BradyDavis@ccs.k12.nc.us","7465 Century Circle","-","Fayetteville","NC","28306","-","910","487","2340","910","487","2344","-","-","-","-","-","-","http://ncies.ccs.k12.nc.us/","1","Open","01-JUL-10","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","KG:01:02:03:04:05","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001103160","-","-","-","-","-","N","-","650","35","Y","01-AUG-10","-","N","-","lake rim elementary, E. Melvin Honeycutt Elementary, Stoney Point Elementary","-","026","Cumberland","2011","12","City, Midsize","N","-","04-28-2010 01:21PM","gwendolyn_tucker","07-07-2022 01:30PM","bobbijo_pova"
"2604042024","260404","2024","William H Owen Elementary","William H Owen Elementary","260","Cumberland County Schools","Ms","Rachel ","-","Andress","-","rachelandress@ccs.k12.nc.us","4533 Raeford Road","-","Fayetteville","NC","28304","3229","910","425","6163","910","425","6165","-","-","-","-","-","-","http://www.oes.ccs.k12.nc.us","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100447","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","juanita_maurer"
"2604052024","260405","2024","Walker-Spivey Elementary","Walker-Spivey Elementary","260","Cumberland County Schools","Ms","Rachael","-","Robinson","-","rachaelrobinson@ccs.k12.nc.us","500 Fisher Street","-","Fayetteville","NC","28301","5171","910","483","5656","910","483","3076","-","-","-","-","-","-","http://wses.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:KG:01:02:03:04:05","P0:P1:P2:P3:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102131","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","juanita_maurer"
"2604062024","260406","2024","Pine Forest Middle","Pine Forest Middle","260","Cumberland County Schools","Mr","Cornelius","-","Felder","-","corneliusfelder@ccs.k12.nc.us","6901 Ramsey Street","-","Fayetteville","NC","28311","9425","910","488","2711","910","630","2357","-","-","-","-","-","-","http://www.pfms.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100425","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:32PM","juanita_maurer"
"2604072024","260407","2024","Lake Rim Elementary","Lake Rim Elementary","260","Cumberland County Schools","Mrs","Christina","-","Tucker","-","christinatucker@ccs.k12.nc.us","1455 Hoke Loop Road","-","Fayetteville","NC","28314","-","910","867","1133","910","867","0819","-","-","-","-","-","-","http://www.lres.ccs.k12.nc.us","1","Open","30-JUN-00","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102514","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:28PM","bobbijo_pova"
"2604082024","260408","2024","Pine Forest High","Pine Forest High","260","Cumberland County Schools","Ms","Juelle","-","McDonald","-","juellemcdonald@ccs.k12.nc.us","525 Andrews Road","-","Fayetteville","NC","28311","1199","910","488","2384","910","488","0790","-","-","-","-","-","-","http://www.pfhs.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100426","341317","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:32PM","juanita_maurer"
"2604102024","260410","2024","Ponderosa Elementary","Ponderosa Elementary","260","Cumberland County Schools","Ms","Waylinda","-","Williams","-","waylindawilliams@ccs.k12.nc.us","311 Bonanza Drive","-","Fayetteville","NC","28303","6398","910","864","0148","910","867","8902","-","-","-","-","-","-","http://www.pes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100427","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:32PM","juanita_maurer"
"2604112024","260411","2024","Reid Ross Classical High","Reid Ross Classical High","260","Cumberland County Schools","Ms","Tyson","-","Johnson","-","tysonjohnson@ccs.k12.nc.us","3200 Ramsey Street","-","Fayetteville","NC","28301","3118","910","488","8415","910","488","6209","-","-","-","-","-","-","http://www.rrcs.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","Y","Year Round","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102132","341324","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:31PM","juanita_maurer"
"2604122024","260412","2024","Raleigh Road Elementary","Raleigh Road Elementary","260","Cumberland County Schools","Ms","Elizabeth","-","Humphries Blue","-","elizabethblue@ccs.k12.nc.us","8330 Ramsey Street","-","Linden","NC","28356","9799","910","488","0850","910","822","5663","-","-","-","-","-","-","http://www.rres.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01","KG:01","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100428","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:31PM","juanita_maurer"
"2604132024","260413","2024","Howard Learning Academy","Howard Learning Academy Middle School","260","Cumberland County Schools","Ms","Ayanna","-","Richard","-","ayannarichard@ccs.k12.nc.us","1608 Camden Road","-","Fayetteville","NC","28306","-","910","483","5434","910","323","3159","-","-","-","-","-","-","http://hla.ccs.k12.nc.us/","1","Open","30-JUN-97","-","A","Alternative Education","N","None","05:06:07:08","05:06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102087","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:27PM","bobbijo_pova"
"2604142024","260414","2024","Benjamin J Martin Elementary","Benjamin J Martin Elementary School","260","Cumberland County Schools","Ms","Corine","-","Warren","-","corinewarren@ccs.k12.nc.us","430 N Reilly Road","-","Fayetteville","NC","28303","2411","910","864","4843","910","867","3777","-","-","-","-","-","-","http://www.bmes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100429","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:20PM","bobbijo_pova"
